ID,Priority,Family_type,First_stage,Start_time_S1,Finish_time_S1,Processing_Time_S1,Second_stage,Start_time_S2,Finish_Time_S2,Processing_Time_S2,Third_stage,Start_time_S3,Finish_time_S3,Processing_Time_S3,Fourth_stage,Start_time_s4,Finish_time,Processing_Time_S4,Overall_processing_time,Overall_waiting_time,Tardiness,BREAKS,BREAKDOWN,Anomaly_identification,S1_efficiency,S2_efficiency,S3_efficiency,S4_efficiency,wait_to_process_ratio,longest_stage,shortest_stage,stage_time_std,stage_time_range,is_tardy,tardiness_per_unit,zscore_Overall_waiting_time,flag_z_Overall_waiting_time,zscore_Overall_processing_time,flag_z_Overall_processing_time,zscore_Tardiness,flag_z_Tardiness,zscore_Processing_Time_S1,flag_z_Processing_Time_S1,zscore_Processing_Time_S2,flag_z_Processing_Time_S2,zscore_Processing_Time_S3,flag_z_Processing_Time_S3,zscore_Processing_Time_S4,flag_z_Processing_Time_S4,total_z_flags
84,2,33,SMD_0,1155,1263,108,AOI_4,1263,1358,95,SS_2,1358,1488,130,0,0,0,0,333,1155,0,0,0,0,0.9908256880733946,0.9895833333333334,0.9923664122137404,0.0,3.4580838323353293,130,0,57.34907729568686,130,0,0.0,1.3044438001612875,0,0.9819961841604817,0,0.20065928003980532,0,0.9143582628778679,0,0.7600926534286836,0,0.588763665718687,0,0.6798498793419534,0,0
93,2,28,SMD_2,723,881,158,AOI_2,881,1058,177,SS_3,1058,1153,95,CC_0,1153,1203,50,480,723,0,0,0,0,0.9937106918238994,0.9943820224719101,0.9895833333333334,0.9803921568627451,1.503118503118503,177,50,58.360945845659494,127,0,0.0,1.387073588785415,0,0.8528479139504862,0,0.20065928003980532,0,0.8016054231495049,0,0.5727323829675979,0,0.6759275392460925,0,0.44245328956808594,0,0
115,2,38,SMD_1,1813,1955,142,AOI_1,1955,1996,41,0,0,0,0,CC_1,1996,2051,55,238,1813,0,0,0,0,0.993006993006993,0.9761904761904762,0.0,0.9821428571428571,7.585774058577406,142,0,59.74668749534711,142,0,0.0,1.1785863906365743,0,1.065459351983268,0,0.20065928003980532,0,0.8376863318625811,0,0.8834762461713498,0,0.9125151959633361,0,0.41871363059069916,0,0
125,2,31,SMD_4,882,1881,999,AOI_0,1891,2734,843,0,0,0,0,0,0,0,0,1842,892,0,0,0,0,0.999,0.9988151658767772,0.0,0.0,0.48399348887683125,999,0,535.539914478837,999,0,0.0,1.3547485094394023,0,0.3437503447298809,0,0.20065928003980532,0,1.0948973410815608,0,0.9489985941919518,0,0.9125151959633361,0,0.6798498793419534,0,0
154,2,39,SMD_4,1881,2204,323,AOI_2,2204,2462,258,SS_0,2462,2790,328,0,0,0,0,909,1881,0,0,0,0,0.9969135802469136,0.9961389961389961,0.9969604863221885,0.0,2.0670329670329672,328,0,154.81898031787532,328,0,0.0,1.1655798498346284,0,0.4759458192560093,0,0.20065928003980532,0,0.429521052045907,0,0.3876569938535986,0,0.09566518119222138,0,0.6798498793419534,0,0
37,3,14,SMD_1,2196,2691,495,AOI_4,2691,2946,255,SS_0,2946,3152,206,CC_0,3152,3219,67,1023,2196,0,0,0,0,0.9979838709677419,0.99609375,0.9951690821256038,0.9852941176470589,2.14453125,495,67,178.27202996170394,428,0,0.0,1.105328962296202,0,0.37579001786866584,0,0.20065928003980532,0,0.04165128338033828,0,0.3945116378948578,0,0.3994935403448921,0,0.36173844904497093,0,0
98,3,3,SMD_2,3693,3935,242,AOI_3,4369,4542,173,0,0,0,0,CC_1,5051,5205,154,569,4636,0,0,0,0,0.9958847736625515,0.9942528735632183,0.0,0.9935483870967742,8.133333333333333,242,0,102.0926866463346,242,0,0.0,0.6386236746969621,0,0.7746561040954548,0,0.20065928003980532,0,0.6121806524058551,0,0.5818719083559435,0,0.9125151959633361,0,0.05133161716155854,0,0
110,3,13,SMD_1,2869,2983,114,AOI_4,2992,3035,43,SS_2,3035,3083,48,CC_1,3083,3129,46,251,2878,0,0,0,0,0.991304347826087,0.9772727272727273,0.9795918367346939,0.9787234042553191,11.420634920634921,114,43,34.22839951463307,71,0,0.0,0.9748810089590373,0,1.0540380763864656,0,0.20065928003980532,0,0.9008279221104644,0,0.8789064834771769,0,0.7929761694114656,0,0.46144501674999533,0,0
118,3,32,SMD_2,1425,2420,995,AOI_3,2420,3328,908,SS_1,3328,4149,821,CC_1,4149,5051,902,3626,1425,0,0,0,0,0.998995983935743,0.9988998899889989,0.9987834549878345,0.9988925802879292,0.39288668320926384,995,821,71.09852319141376,174,0,0.0,1.2528001822712076,0,1.9111007804756777,0,0.20065928003980532,0,1.0858771139032917,0,1.0975158817525685,0,1.1321002373509481,0,3.6027846001786172,1,1
13,4,20,SMD_3,1835,2811,976,AOI_0,2811,3154,343,SS_0,3154,3598,444,CC_1,3598,3792,194,1957,1835,0,0,0,0,0.9989764585465711,0.997093023255814,0.9977528089887641,0.9948717948717949,0.9371807967313586,976,194,340.35998100050875,782,0,0.0,1.1743783921418272,0,0.4447847057785169,0,0.20065928003980532,0,1.0430310348065137,0,0.19344207935125365,0,0.19322079964146555,0,0.24124888898065255,0,0
15,4,33,SMD_0,1263,1405,142,AOI_3,1405,1445,40,0,0,0,0,CC_1,1445,1501,56,238,1263,0,0,0,0,0.993006993006993,0.975609756097561,0.0,0.9824561403508771,5.2845188284518825,142,0,59.830315615636415,142,0,0.0,1.2837863530052556,0,1.065459351983268,0,0.20065928003980532,0,0.8376863318625811,0,0.8857611275184362,0,0.9125151959633361,0,0.4139656987952218,0,0
55,4,16,SMD_1,4390,4723,333,AOI_1,4753,4860,107,SS_2,5012,5312,300,CC_1,5348,5527,179,919,4608,0,0,0,0,0.9970059880239521,0.9907407407407407,0.9966777408637874,0.9944444444444445,5.008695652173913,333,107,105.25959972056388,226,0,0.0,0.6439793091448223,0,0.46716022264308443,0,0.20065928003980532,0,0.4069704841002344,0,0.7326740772636466,0,0.1653962800141458,0,0.1700299120484923,0,0
86,4,1,SMD_3,4130,4227,97,AOI_1,4409,4522,113,SS_2,4522,4585,63,0,0,0,0,273,4312,0,0,0,0,0.9897959183673469,0.9912280701754386,0.984375,0.0,15.737226277372264,113,0,50.04914251679709,113,0,0.0,0.7005960161650578,0,1.034709763838031,0,0.20065928003980532,0,0.9391638876181078,0,0.7189647891811282,0,0.7556202236140062,0,0.6798498793419534,0,0
87,4,28,SMD_2,881,928,47,AOI_4,928,1003,75,SS_1,1003,1095,92,0,0,0,0,214,881,0,0,0,0,0.9791666666666666,0.9868421052631579,0.989247311827957,0.0,4.097674418604651,92,0,40.203648258999245,92,0,0.0,1.3568525086867758,0,1.0865447838542877,0,0.20065928003980532,0,1.0519167273464707,0,0.8057902803704118,0,0.6833987284055844,0,0.6798498793419534,0,0
107,4,39,SMD_4,2677,3502,825,AOI_0,3502,3892,390,SS_3,3892,4579,687,0,0,0,0,1902,2677,0,0,0,0,0.9987893462469734,0.9974424552429667,0.998546511627907,0.0,1.4067262217551235,825,0,365.2820827798703,825,0,0.0,1.0133268133883189,0,0.3964639244074301,0,0.20065928003980532,0,0.7025174588268576,0,0.08605265603819236,0,0.7983871215603097,0,0.6798498793419534,0,0
116,4,5,SMD_1,1955,2196,241,AOI_1,2196,2502,306,SS_1,2502,2656,154,CC_1,2656,2704,48,749,1955,0,0,0,0,0.9958677685950413,0.996742671009772,0.9935483870967742,0.9795918367346939,2.6066666666666665,306,48,111.78364519612578,258,0,0.0,1.1514256730795696,0,0.6165153650628072,0,0.20065928003980532,0,0.6144357092004223,0,0.27798268919345087,0,0.5289941524427517,0,0.4519491531590406,0,0
137,4,30,SMD_4,4608,4762,154,AOI_0,4794,4850,56,SS_3,4938,5017,79,CC_1,5205,5348,143,432,4916,0,0,0,0,0.9935483870967742,0.9824561403508771,0.9875,0.9930555555555556,11.353348729792147,154,56,47.90963716553626,98,0,0.0,0.5850673302183608,0,0.8950187776925256,0,0.20065928003980532,0,0.810625650327774,0,0.8492030259650536,0,0.7157738814300493,0,0.0008956325886923135,0,0
145,4,13,SMD_1,2983,3055,72,AOI_4,3055,3109,54,SS_2,3109,3192,83,0,0,0,0,209,2983,0,0,0,0,0.9863013698630136,0.9818181818181818,0.9880952380952381,0.0,14.204761904761904,83,0,36.82729965664059,83,0,0.0,0.9547973797795618,0,1.09093758216075,0,0.20065928003980532,0,0.9955403074822893,0,0.8537727886592265,0,0.7058122958840601,0,0.6798498793419534,0,0
5,5,2,SMD_4,5635,5754,119,AOI_1,5754,6211,457,SS_4,6211,6291,80,CC_0,6355,6409,54,710,5699,0,0,0,0,0.9916666666666667,0.9978165938864629,0.9876543209876543,0.9818181818181818,8.0154711673699,457,54,188.23832411777008,403,0,0.0,0.43530083833712935,0,0.6507791918532142,0,0.20065928003980532,0,0.8895526381376281,0,0.06703439421659718,0,0.713283485043552,0,0.4234615623861765,0,0
7,5,11,SMD_0,4101,5047,946,AOI_2,5047,5204,157,SS_0,5204,5476,272,CC_1,5597,5675,78,1453,4222,0,0,0,0,0.9989440337909187,0.9936708860759493,0.9963369963369964,0.9873417721518988,2.9037138927097663,946,78,396.5815384844164,868,0,0.0,0.7178105554617511,0,0.0019906364871035234,0,0.20065928003980532,0,0.975379330969496,0,0.6184300099093261,0,0.23512737883607024,0,0.3095111992947201,0,0
17,5,11,SMD_0,3684,4101,417,AOI_2,4442,4716,274,SS_3,4716,4938,222,CC_1,5527,5597,70,983,4614,0,0,0,0,0.9976076555023924,0.9963636363636363,0.9955156950672646,0.9859154929577465,4.689024390243903,417,70,143.26752365184976,347,0,0.0,0.6428316731917093,0,0.4109324043203653,0,0.20065928003980532,0,0.21754571335658457,0,0.351098892300216,0,0.35964719816093527,0,0.34749465365853893,0,0
54,5,10,SMD_4,4762,5635,873,AOI_4,5635,6070,435,SS_2,6070,6844,774,0,0,0,0,2082,4762,0,0,0,0,0.9988558352402745,0.9977064220183486,0.9987096774193548,0.0,2.28612578012482,873,0,394.4401095223456,873,0,0.0,0.6145233196815916,0,0.5546046634400777,0,0.20065928003980532,0,0.810760184966086,0,0.016767004580696136,0,1.0150516071855749,0,0.6798498793419534,0,0
80,5,23,SMD_4,6730,7120,390,AOI_3,7129,7324,195,SS_3,7324,7489,165,CC_0,7489,7614,125,875,6739,0,0,0,0,0.9974424552429667,0.9948979591836735,0.9939759036144579,0.9920634920634921,7.692922374429224,390,125,117.71257366993554,265,0,0.0,0.236377273130896,0,0.5058168477399538,0,0.20065928003980532,0,0.2784322468099006,0,0.5316045187200424,0,0.5015997921912815,0,0.08635840490728462,0,0
94,5,19,SMD_1,1750,1813,63,AOI_2,1815,1951,136,SS_2,2011,2211,200,0,0,0,0,399,1812,0,0,0,0,0.984375,0.9927007299270073,0.9950248756218906,0.0,4.53,200,0,86.9190236177712,200,0,0.0,1.1787776632954265,0,0.9240112465151776,0,0.20065928003980532,0,1.0158358186333947,0,0.6664125181981407,0,0.4144359186638759,0,0.6798498793419534,0,0
106,5,37,SMD_1,354,475,121,AOI_0,475,525,50,0,0,0,0,CC_0,525,553,28,199,354,0,0,0,0,0.9918032786885246,0.9803921568627451,0.0,0.9655172413793104,1.77,121,0,51.71959654392778,121,0,0.0,1.4576531999018576,0,1.099723178773675,0,0.20065928003980532,0,0.8850425245484935,0,0.8629123140475721,0,0.9125151959633361,0,0.5469077890685876,0,0
144,5,22,SMD_2,5429,5690,261,AOI_1,5690,5737,47,SS_1,5737,5828,91,CC_0,6409,6498,89,488,6010,0,0,0,0,0.9961832061068703,0.9791666666666666,0.9891304347826086,0.9888888888888889,12.29038854805726,261,47,94.86130226107306,214,0,0.0,0.3758150414341115,0,0.8458194366601463,0,0.20065928003980532,0,0.5693345733090771,0,0.8697669580888313,0,0.6858891247920818,0,0.25728394954446926,0,0
1,6,36,SMD_1,6325,6414,89,AOI_1,6414,6455,41,SS_0,6455,6519,64,CC_1,6650,6792,142,336,6456,0,0,0,0,0.9888888888888889,0.9761904761904762,0.9846153846153847,0.993006993006993,19.15727002967359,142,41,43.35127833563081,101,0,0.0,0.29050743558605374,0,0.9793605051766043,0,0.20065928003980532,0,0.9572043419746459,0,0.8834762461713498,0,0.7531298272275089,0,0.005643564384169664,0,0
16,6,24,SMD_4,7120,7492,372,AOI_1,7512,7613,101,SS_1,7664,7793,129,CC_1,7889,8032,143,745,7287,0,0,0,0,0.9973190348525469,0.9901960784313726,0.9923076923076923,0.9930555555555556,9.768096514745308,372,101,125.05831972857037,271,0,0.0,0.13155985607991919,0,0.6200296037079772,0,0.20065928003980532,0,0.31902326911211126,0,0.7463833653461651,0,0.5912540621051843,0,0.0008956325886923135,0,0
19,6,1,SMD_3,4227,4910,683,AOI_0,4910,5787,877,0,0,0,0,CC_1,5891,6215,324,1884,4331,0,0,0,0,0.9985380116959064,0.9988610478359908,0.0,0.9969230769230769,2.297612732095491,877,0,388.6858199969053,877,0,0.0,0.6969618356468671,0,0.38064985050416533,0,0.20065928003980532,0,0.3822993939983066,0,1.0266845599928898,0,0.9125151959633361,0,0.8584800223927082,0,0
32,6,29,SMD_3,172,1056,884,AOI_1,1056,1944,888,0,0,0,0,CC_0,1944,2243,299,2071,172,0,0,0,0,0.9988700564971752,0.9988751406074241,0.0,0.9966666666666667,0.08301158301158301,888,0,442.3952795106807,888,0,0.0,1.4924648238129483,0,0.5449405071658604,0,0.20065928003980532,0,0.8355658097063259,0,1.0518182548108403,0,0.9125151959633361,0,0.7397817275057744,0,0
90,6,28,SMD_2,928,982,54,AOI_3,982,1033,51,SS_0,1033,1077,44,CC_1,1077,1125,48,197,928,0,0,0,0,0.9818181818181818,0.9807692307692307,0.9777777777777777,0.9795918367346939,4.686868686868687,54,44,4.272001872658765,10,0,0.0,1.347862693720725,0,1.10148029809626,0,0.20065928003980532,0,1.0361313297845,0,0.8606274327004856,0,0.8029377549574549,0,0.4519491531590406,0,0
95,6,27,SMD_2,7336,7451,115,AOI_4,7456,7517,61,SS_2,7679,7812,133,CC_1,7835,7889,54,363,7526,0,0,0,0,0.9913793103448276,0.9838709677419355,0.9925373134328358,0.9818181818181818,20.675824175824175,133,54,39.19502519453202,79,0,0.0,0.08584569061425594,0,0.9556393943217072,0,0.20065928003980532,0,0.8985728653158971,0,0.8377786192296215,0,0.581292476559195,0,0.4234615623861765,0,0
96,6,29,SMD_3,1056,1735,679,AOI_3,1735,1820,85,SS_1,1820,2100,280,CC_1,2191,2398,207,1251,1147,0,0,0,0,0.9985294117647059,0.9883720930232558,0.99644128113879,0.9951923076923077,0.9161341853035144,679,85,257.0763505264535,594,0,0.0,1.3059739814321045,0,0.17547841509397882,0,0.20065928003980532,0,0.3732791668200376,0,0.7829414668995477,0,0.21520420774409182,0,0.3029720023218581,0,0
103,6,35,SMD_0,6506,6795,289,AOI_0,6944,7229,285,SS_2,7229,7679,450,CC_0,7679,7732,53,1077,6655,0,0,0,0,0.996551724137931,0.9965034965034965,0.9977827050997783,0.9814814814814815,6.173469387755102,450,53,163.3735494707349,397,0,0.0,0.25244417647447637,0,0.32834779615887155,0,0.20065928003980532,0,0.5061929830611939,0,0.3259651974822655,0,0.20816317796044934,0,0.4282094941816539,0,0
35,7,35,SMD_0,6795,7156,361,AOI_0,7229,7449,220,SS_1,7449,7664,215,0,0,0,0,796,6868,0,0,0,0,0.9972375690607734,0.995475113122172,0.9953703703703703,0.0,8.617314930991217,361,0,148.93175170750752,361,0,0.0,0.21170310013896895,0,0.5752230609820603,0,0.20065928003980532,0,0.3438288938523511,0,0.4744824850428822,0,0.37707997286641637,0,0.6798498793419534,0,0
61,7,13,SMD_1,3055,3926,871,AOI_0,3926,4794,868,SS_4,4794,5579,785,CC_0,5579,6231,652,3176,3055,0,0,0,0,0.9988532110091743,0.998849252013809,0.9987277353689568,0.998468606431853,0.9615989927604659,871,652,102.71319292087068,219,0,0.0,0.9410257483422072,0,1.5157489328940583,0,0.20065928003980532,0,0.8062500713769515,0,1.006120627869112,0,1.0424459674370452,0,2.415801651309279,0,0
74,7,26,SMD_0,7349,8377,1028,AOI_2,8377,9249,872,SS_0,9249,10208,959,0,0,0,0,2859,7349,0,1,1,1,0.9990281827016521,0.9988545246277205,0.9989583333333333,0.0,2.5695804195804195,1028,0,480.75591520021885,1028,0,0.0,0.11970095123108604,0,1.23724552026434,0,0.20065928003980532,0,1.1602939881240113,0,1.0152601532574577,0,1.4757749386875754,0,0.6798498793419534,0,0
105,7,9,SMD_1,7698,8493,795,AOI_4,8508,8960,452,0,0,0,0,0,0,0,0,1247,7713,0,0,0,0,0.9987437185929648,0.9977924944812362,0.0,0.0,6.180288461538462,795,0,386.2541261915528,795,0,0.0,0.050077703408904356,0,0.17899265373914877,0,0.20065928003980532,0,0.6348657549898398,0,0.05560998748116512,0,0.9125151959633361,0,0.6798498793419534,0,0
128,7,20,SMD_4,189,838,649,AOI_1,838,1006,168,SS_2,1006,1138,132,CC_1,1138,1355,217,1166,189,0,0,0,0,0.9984615384615385,0.9940828402366864,0.9924812030075187,0.9954128440366973,0.16195372750642673,649,132,240.86579942643027,517,0,0.0,1.4892131886124618,0,0.2501559863038402,0,0.20065928003980532,0,0.3056274629830198,0,0.5932963150913756,0,0.5837828729456924,0,0.3504513202766316,0,0
130,7,33,SMD_0,1405,1699,294,AOI_0,1699,1891,192,SS_2,1891,2011,120,CC_1,2051,2191,140,746,1445,0,0,0,0,0.9966101694915255,0.9948186528497409,0.9917355371900827,0.9929078014184397,1.9344042838018742,294,120,77.82673062643708,174,0,0.0,1.2489747290941646,0,0.6191510440466846,0,0.20065928003980532,0,0.49491769908835753,0,0.5384591627613017,0,0.61366762958366,0,0.015139427975124365,0,0
146,7,7,SMD_4,8407,8587,180,AOI_1,8671,9097,426,SS_3,9097,9224,127,CC_1,9224,9431,207,940,8491,0,0,0,0,0.994475138121547,0.9976580796252927,0.9921875,0.9951923076923077,9.023379383634431,426,127,131.59787232322566,299,0,0.0,0.09873242517806637,0,0.44871046975594225,0,0.20065928003980532,0,0.7519941736690252,0,0.0037969275430815618,0,0.5962348548781788,0,0.3029720023218581,0,0
152,7,12,SMD_3,7725,8687,962,AOI_3,8710,9635,925,SS_1,9635,10567,932,CC_1,10567,10860,293,3112,7748,420,1,1,1,0.9989615784008308,0.9989200863930886,0.9989281886387996,0.9965986394557823,2.4889174429810472,962,293,323.73137012035147,669,1,0.13491808544812078,0.0433831603490792,0,1.4595211145713392,0,1.6614628692970108,0,1.0114602396825723,0,1.1363588646530374,0,1.4085342362521482,0,0.7112941367329103,0,0
21,8,6,SMD_0,8942,9104,162,AOI_0,9104,9272,168,0,0,0,0,CC_0,9634,9693,59,389,9304,0,0,0,0,0.9938650306748467,0.9940828402366864,0.0,0.9833333333333333,23.856410256410257,168,0,81.891696770796,168,0,0.0,0.25423709682486223,0,0.9327968431281025,0,0.20065928003980532,0,0.7925851959712359,0,0.5932963150913756,0,0.9125151959633361,0,0.39972190340878977,0,0
30,8,26,SMD_0,8377,8550,173,AOI_0,8678,8882,204,SS_3,8882,9084,202,CC_0,9186,9246,60,639,8607,0,0,0,0,0.9942528735632183,0.9951219512195122,0.9950738916256158,0.9836065573770492,13.4484375,204,60,67.99203384711085,144,0,0.0,0.12092005360491548,0,0.7131569278049807,0,0.20065928003980532,0,0.767779571230996,0,0.5110405865962647,0,0.4094551258908813,0,0.39497397161331244,0,0
33,8,6,SMD_0,9104,9455,351,AOI_2,9455,9904,449,SS_2,9904,10095,191,CC_1,10095,10137,42,1033,9104,0,1,1,1,0.9971590909090909,0.9977777777777778,0.9947916666666666,0.9767441860465116,8.804642166344294,449,42,179.14123850563647,407,0,0.0,0.21598256505443275,0,0.36700442125574095,0,0.20065928003980532,0,0.3663794617980237,0,0.04875534343990589,0,0.4368494861423516,0,0.4804367439319047,0,0
41,8,36,SMD_1,6414,6517,103,AOI_2,6517,6575,58,SS_0,6575,6670,95,CC_1,6792,6930,138,394,6536,0,0,0,0,0.9903846153846154,0.9830508474576272,0.9895833333333334,0.9928057553956835,16.546835443037974,138,58,32.82783371876169,80,0,0.0,0.2752056228778819,0,0.9284040448216401,0,0.20065928003980532,0,0.9256335468507042,0,0.8446332632708807,0,0.6759275392460925,0,0.024635291566079066,0,0
120,8,4,SMD_4,9613,9935,322,AOI_0,9938,10006,68,SS_2,10182,10435,253,0,0,0,0,643,9792,0,1,1,1,0.9969040247678018,0.9855072463768116,0.9960629921259843,0.0,15.20496894409938,322,0,151.60777244807295,322,0,0.0,0.34757815434471023,0,0.7096426891598109,0,0.20065928003980532,0,0.4317761088404743,0,0.8217844498000166,0,0.28244491017951895,0,0.6798498793419534,0,0
122,8,31,SMD_3,6976,7725,749,AOI_1,7725,8311,586,SS_0,8311,9127,816,CC_0,9246,9634,388,2539,7095,0,1,1,1,0.9986666666666667,0.9982964224872232,0.9987760097919217,0.9974293059125964,2.793307086614173,816,388,190.75879184631745,428,0,0.0,0.1682842065795315,0,0.9561064286507442,0,0.20065928003980532,0,0.5311331424397457,0,0.3617840879907442,0,1.1196482554184615,0,1.1623476573032585,0,0
133,8,24,SMD_4,7492,8407,915,AOI_3,8407,8710,303,SS_4,8710,9052,342,CC_0,9052,9186,134,1694,7492,0,0,0,0,0.9989082969432315,0.9967105263157895,0.9970845481049563,0.9925925925925926,4.420058997050147,915,134,339.8749770136072,781,0,0.0,0.09234896101522895,0,0.21372351485859287,0,0.20065928003980532,0,0.905472570337911,0,0.2848373332347101,0,0.06079963178125916,0,0.043627018747988466,0,0
158,8,15,SMD_3,6601,6726,125,AOI_0,6747,6944,197,0,0,0,0,CC_0,6944,7013,69,391,6622,0,0,0,0,0.9920634920634921,0.9949494949494949,0.0,0.9857142857142858,16.892857142857142,197,0,83.61568832063354,197,0,0.0,0.25875617421659725,0,0.9310397238055175,0,0.20065928003980532,0,0.8760222973702245,0,0.5270347560258697,0,0.9125151959633361,0,0.35224258545401627,0,0
160,8,6,SMD_0,9455,9863,408,AOI_2,9904,10080,176,SS_2,10095,10182,87,0,0,0,0,671,9511,0,1,1,1,0.9975550122249389,0.9943502824858758,0.9886363636363636,0.0,14.15327380952381,408,0,175.5455781271633,408,0,0.0,0.29383053720725677,0,0.6850430186436212,0,0.20065928003980532,0,0.2378412245076899,0,0.5750172643146843,0,0.6958507103380709,0,0.6798498793419534,0,0
3,9,39,SMD_4,3502,4503,1001,AOI_3,4542,5372,830,0,0,0,0,0,0,0,0,1831,3541,0,0,0,0,0.999001996007984,0.9987966305655837,0.0,0.0,1.9328602620087336,1001,0,533.154371015875,1001,0,0.0,0.8480672361400635,0,0.33408618845566357,0,0.20065928003980532,0,1.0994074546706953,0,0.9192951366798284,0,0.9125151959633361,0,0.6798498793419534,0,0
